flareClass,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
N/A,226.944,5343100000.0,1.525134e+22,4436475000000.0,1.136,1224981000000.0,3.914994e+21,78.490814,-1103.9,1994.8,0.0,-0.3919,1.806
M,1120.614,0.0,2.262409e+23,19361870000000.0,24.345,2826482000000.0,2.160162e+22,504.43689,0.0,5523.522,4.122,0.0,20.488
N/A,27.271,2018800000.0,1.703249e+21,656797500000.0,1.082,230371900000.0,7.240441e+20,14.895669,-301.46,1039.323,0.0,-0.2833,0.081
N/A,455.28,6586800000.0,3.864302e+22,9402306000000.0,73.961,3464217000000.0,5.230432e+21,401.504791,-661.53,3295.695,3.253,-0.1905,19.368
M,2353.64,32905000000.0,3.658574e+23,41241920000000.0,314.454,13936660000000.0,3.343759e+22,946.883911,-6556.9,5838.422,4.49,-0.378,16.361
N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.791847,0.0,0.0,4.54,0.0,0.0
N/A,632.383,10323000000.0,5.802173e+22,13293990000000.0,71.055,3975687000000.0,9.154963e+21,505.365479,-1587.1,3164.767,3.751,-0.2916,9.113
M,4625.426,65557000000.0,1.156963e+24,85239000000000.0,885.429,37654060000000.0,4.403174e+22,2350.859619,-2755.7,12286.37,4.974,-0.0797,50.037
N/A,163.835,3352000000.0,1.13874e+22,3823909000000.0,3.0,1262168000000.0,3.191766e+21,89.981346,-753.56,1573.892,0.0,-0.4264,3.451
N/A,591.871,10188000000.0,4.558127e+22,12300750000000.0,57.923,3153023000000.0,1.047968e+22,283.398346,-2213.7,2169.813,3.539,-0.4122,3.256
N/A,57.613,2636700000.0,2.144051e+21,1230274000000.0,9.592,894616500000.0,7.850917e+20,171.718323,332.76,1243.792,0.0,0.2394,1.002
N/A,601.439,11928000000.0,8.820543e+22,13362950000000.0,47.037,4716786000000.0,8.912437e+21,695.356934,-619.02,4567.289,2.992,-0.0984,18.897
M,347.072,0.0,9.929556e+22,5165016000000.0,63.922,2522758000000.0,7.750959e+21,218.769073,0.0,5952.888,4.122,0.0,27.85
N/A,304.215,5231300000.0,2.152013e+22,7234941000000.0,34.591,2688394000000.0,4.358147e+21,229.862671,-712.45,2087.923,2.658,-0.2583,8.362
M,2110.419,26292000000.0,3.376986e+23,37808380000000.0,265.861,7280893000000.0,1.747164e+22,1358.31604,-1057.7,8847.999,4.553,-0.0763,39.521
N/A,2028.65,47196000000.0,1.594744e+23,41608110000000.0,112.417,2482718000000.0,4.383457e+22,842.449219,-9866.0,1837.58,3.703,-0.3965,3.353
N/A,577.67,7388600000.0,6.399414e+22,10209920000000.0,100.776,3251991000000.0,6.636817e+21,233.148849,-1287.2,5312.76,3.693,-0.3305,24.19
N/A,69.127,1265200000.0,4.369476e+21,1667680000000.0,2.514,392071200000.0,1.172722e+21,69.528221,-106.07,1617.58,0.0,-0.159,2.212
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
N/A,243.239,4060700000.0,1.930499e+22,5314964000000.0,5.315,1175725000000.0,3.689653e+21,173.117905,-680.78,2415.889,2.412,-0.318,7.246
N/A,379.109,10745000000.0,1.324094e+23,10058720000000.0,26.022,3148202000000.0,6.211415e+21,615.614685,-417.25,8985.451,2.87,-0.0737,40.997
M,6418.679,107360000000.0,1.297774e+24,117931700000000.0,1472.314,55248470000000.0,9.597618e+22,3141.712646,-17975.0,6889.018,4.893,-0.3176,18.135
M,2815.477,55920000000.0,8.104581e+23,49369480000000.0,713.287,29753810000000.0,3.060858e+22,2942.571533,-3648.5,15445.05,4.658,-0.1238,43.379
N/A,1942.246,39929000000.0,7.058572e+23,37116270000000.0,422.205,22276210000000.0,3.344922e+22,1079.937622,-4342.5,11103.24,4.443,-0.2063,33.448
N/A,218.342,5811300000.0,7.488105e+22,4776151000000.0,20.2,825826500000.0,4.098497e+21,144.744766,-370.62,8682.546,2.272,-0.121,38.851
M,2860.797,55891000000.0,8.110312e+23,49950940000000.0,731.235,30430290000000.0,3.074852e+22,2939.433105,-3734.0,15479.47,4.668,-0.1267,43.455
N/A,118.69,2035600000.0,3.714056e+21,2774607000000.0,0.981,1186426000000.0,1.331571e+21,266.38385,-102.83,1172.102,0.0,-0.0958,3.856
N/A,552.506,11486000000.0,1.235093e+23,11343100000000.0,7.646,759211400000.0,1.04743e+22,290.116821,-1883.2,5791.56,3.772,-0.311,25.987
X,1604.198,0.0,2.226335e+23,30131830000000.0,412.819,11980940000000.0,2.838467e+22,547.728027,0.0,3815.291,4.214,0.0,13.052
N/A,43.706,732300000.0,2.715651e+21,1084824000000.0,0.163,264378600000.0,7.720839e+20,24.918686,-136.91,1512.463,2.369,-0.3546,4.438
M,420.562,8884100000.0,2.931451e+22,9702720000000.0,3.128,944820300000.0,1.095612e+22,186.162567,-2309.6,1188.598,2.733,-0.4931,2.315
M,4983.777,68305000000.0,1.072716e+24,81252650000000.0,731.118,18842950000000.0,5.040092e+22,1862.781616,-6984.2,11511.53,5.116,-0.194,35.54
M,4594.19,65726000000.0,1.160142e+24,84635370000000.0,817.872,34324030000000.0,4.407027e+22,2351.246582,-2767.1,12378.09,4.96,-0.0799,50.057
N/A,940.364,18745000000.0,9.032058e+22,19385300000000.0,91.61,2542671000000.0,1.277226e+22,430.194244,-2999.7,3334.979,3.917,-0.3036,16.829
N/A,172.103,3095700000.0,2.045348e+22,3659980000000.0,3.61,1199221000000.0,2.534683e+21,182.418228,-344.35,3785.009,0.0,-0.211,15.409
M,2294.936,0.0,3.908819e+23,37274030000000.0,96.916,4175832000000.0,4.923787e+22,2121.86377,0.0,4714.544,4.66,0.0,10.721
M,2304.977,0.0,3.915347e+23,37650180000000.0,88.341,3559153000000.0,4.919009e+22,2135.739014,0.0,4708.317,4.718,0.0,10.869
N/A,912.692,17788000000.0,1.653957e+23,15629480000000.0,116.272,5292785000000.0,1.464902e+22,392.662537,-3078.8,6473.354,4.047,-0.3283,19.398
M,2114.9,26441000000.0,3.416096e+23,37739350000000.0,272.535,8200701000000.0,1.741582e+22,1359.079224,-990.95,9005.623,4.561,-0.0711,39.285
M,4665.69,65843000000.0,1.15769e+24,85350910000000.0,869.671,38756090000000.0,4.42213e+22,2360.254639,-2919.3,12426.41,4.957,-0.0841,49.974
M,3261.95,60947000000.0,9.21239e+23,62305410000000.0,227.484,7788570000000.0,3.944496e+22,2657.434814,-4269.9,12268.64,4.508,-0.1329,38.512
M,2959.328,63676000000.0,9.828561e+23,49621110000000.0,390.344,16223740000000.0,4.592959e+22,1503.894775,-6930.7,12233.29,4.549,-0.2065,38.48
X,1634.944,0.0,2.161082e+23,29796550000000.0,393.29,10561440000000.0,2.846399e+22,543.259338,0.0,3815.307,4.209,0.0,12.201
M,4839.818,67260000000.0,1.061346e+24,79075270000000.0,763.688,22007880000000.0,4.996365e+22,1865.428833,-6689.6,11453.83,5.121,-0.1887,35.552
M,63.099,0.0,1.848282e+22,1387276000000.0,2.442,2262098000000.0,1.573e+21,323.933502,0.0,4754.806,4.673,0.0,33.823
M,4683.448,66098000000.0,1.157259e+24,86086040000000.0,901.815,41663590000000.0,4.438924e+22,2350.470703,-3219.2,12486.75,4.945,-0.0924,50.156
M,4839.046,67283000000.0,1.05939e+24,78736430000000.0,742.434,18183260000000.0,4.974289e+22,1864.322266,-6704.2,11543.06,5.113,-0.189,35.222
N/A,237.878,3159000000.0,2.532315e+22,5224776000000.0,33.873,1889156000000.0,2.532111e+21,155.250443,-219.84,4045.829,3.529,-0.132,30.342
M,6538.583,107210000000.0,1.29916e+24,119155300000000.0,1501.822,55067660000000.0,9.613706e+22,3150.780029,-17791.0,6843.305,4.956,-0.3148,17.661
N/A,389.871,0.0,2.40181e+23,4515196000000.0,31.132,682197800000.0,6.110436e+21,299.542908,0.0,20016.94,3.96,0.0,69.463
N/A,403.087,7994000000.0,6.675965e+22,8883188000000.0,3.042,1136147000000.0,5.445143e+21,258.444977,-595.76,5702.68,3.042,-0.1414,30.902
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
M,938.509,21775000000.0,7.494087e+22,20827050000000.0,245.723,10612260000000.0,1.11034e+22,870.872009,-1372.4,2748.235,3.711,-0.1196,19.432
X,5301.083,62303000000.0,8.556999e+23,98568220000000.0,442.953,8569349000000.0,5.187235e+22,3888.900391,-5137.7,7447.791,4.975,-0.1564,28.875
M,3076.423,75421000000.0,1.109822e+24,65667890000000.0,2.057,9241699000000.0,5.334093e+22,1840.625488,-7239.9,10342.84,4.645,-0.1821,36.36
M,50.619,4855500000.0,2.765972e+21,1087570000000.0,2.944,91161580000.0,1.90856e+21,26.621618,-1009.4,685.3377,0.0,-0.3943,0.0
M,4971.544,68534000000.0,1.075659e+24,81045510000000.0,717.836,20371290000000.0,5.073841e+22,1857.954834,-7041.4,11470.36,5.097,-0.1949,34.849
N/A,97.542,2593700000.0,5.393833e+21,2239381000000.0,11.737,686715800000.0,1.490139e+21,108.658432,-161.48,1636.377,0.0,-0.1181,3.143
N/A,143.521,2948600000.0,1.299551e+22,2931455000000.0,41.674,1885274000000.0,1.80827e+21,164.338455,-149.42,3545.453,2.355,-0.0961,10.906
X,1589.326,0.0,2.196074e+23,30284150000000.0,378.065,9130404000000.0,2.894466e+22,534.301331,0.0,3629.849,4.146,0.0,12.268
M,1095.413,20130000000.0,1.423154e+23,21872160000000.0,6.958,1579785000000.0,1.349118e+22,464.336975,-3026.1,4942.196,4.226,-0.2852,25.555
M,2149.113,26563000000.0,3.410762e+23,37568680000000.0,297.972,9574722000000.0,1.729668e+22,1355.86377,-919.39,9148.179,4.548,-0.0657,38.641
N/A,36.559,1388400000.0,2.293826e+21,837547700000.0,1.06,261743200000.0,6.782647e+20,29.19747,-180.83,1588.98,0.0,-0.2471,2.116
X,1616.21,0.0,2.259258e+23,30709180000000.0,405.766,12416940000000.0,2.862199e+22,546.245544,0.0,3819.639,4.183,0.0,13.407
M,4820.015,87853000000.0,1.156755e+24,98199420000000.0,148.359,3229778000000.0,6.451859e+22,2857.138184,-8751.7,8635.604,4.709,-0.189,34.528
M,4625.426,65557000000.0,1.156963e+24,85239000000000.0,885.429,37654060000000.0,4.403174e+22,2350.859619,-2755.7,12286.37,4.974,-0.0797,50.037
N/A,191.532,2652600000.0,1.295202e+22,3581409000000.0,6.03,583274900000.0,2.051487e+21,138.429474,-282.28,3417.205,2.252,-0.2019,9.18
M,2894.658,55854000000.0,8.117468e+23,50518160000000.0,709.616,28344840000000.0,3.084268e+22,2933.845703,-3719.8,15442.24,4.674,-0.1263,43.436
M,127.191,0.0,1.645619e+22,3257972000000.0,13.543,903367700000.0,4.93649e+21,118.532883,0.0,1419.067,4.103,0.0,10.719
M,4940.143,67894000000.0,1.065695e+24,80333140000000.0,708.222,16892710000000.0,5.023785e+22,1875.656494,-6950.0,11548.77,5.123,-0.1942,35.538
M,4891.382,87536000000.0,1.160515e+24,100217100000000.0,130.217,4444268000000.0,6.450209e+22,2905.793457,-8629.6,8596.761,4.682,-0.187,34.6
M,3916.183,68464000000.0,8.149006e+23,70915820000000.0,170.555,9046852000000.0,5.500147e+22,1722.370972,-11122.0,7675.588,4.694,-0.3081,27.144
N/A,58.562,2261800000.0,4.203812e+21,1353766000000.0,0.696,392293400000.0,1.231689e+21,36.388775,-490.98,1574.833,0.0,-0.4118,2.438
X,1634.944,0.0,2.161082e+23,29796550000000.0,393.29,10561440000000.0,2.846399e+22,543.259338,0.0,3815.307,4.209,0.0,12.201
M,4668.348,87513000000.0,9.899207e+23,102852800000000.0,857.836,18805730000000.0,6.466223e+22,3917.004883,-9027.2,7076.178,4.394,-0.1957,28.245
N/A,37.066,2009800000.0,1.950369e+21,797124800000.0,4.432,91087590000.0,8.451724e+20,22.748207,-412.91,1058.833,0.0,-0.3897,0.144
N/A,1174.25,16140000000.0,1.132864e+23,25897770000000.0,44.057,6095579000000.0,1.405633e+22,1296.717651,-1825.0,3622.832,3.663,-0.2145,18.457
C,1995.627,35519000000.0,3.5473e+23,40034280000000.0,137.696,3698950000000.0,3.526122e+22,876.129395,-7832.1,4702.92,4.329,-0.4183,19.433
M,668.734,14324000000.0,1.268338e+23,12912610000000.0,196.016,9669789000000.0,1.261767e+22,287.962219,-2951.0,4926.705,3.752,-0.3908,22.244
N/A,235.606,0.0,6.327952e+22,2666513000000.0,1.714,416708600000.0,3.741156e+21,106.621811,0.0,8730.056,4.636,0.0,40.583
M,2411.555,0.0,2.985391e+23,38479860000000.0,65.849,3696185000000.0,2.997452e+22,883.829834,0.0,5750.435,4.865,0.0,17.367
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,1093.983,19809000000.0,1.416288e+23,21810850000000.0,22.474,1406386000000.0,1.31484e+22,456.013184,-3013.5,5179.942,4.272,-0.2886,25.831
N/A,246.909,3283100000.0,2.637914e+22,5019242000000.0,66.836,2347350000000.0,2.892605e+21,110.175278,-477.35,4304.975,3.582,-0.2758,23.277
M,3084.094,33640000000.0,5.634143e+23,57619690000000.0,130.853,3043937000000.0,2.305086e+22,1593.702759,-728.82,9966.022,4.863,-0.0411,48.643
N/A,493.381,6507300000.0,3.784495e+22,9926457000000.0,64.169,1514470000000.0,4.864887e+21,242.947723,-542.82,3661.408,3.114,-0.1582,21.586
M,5458.431,62676000000.0,8.617363e+23,101696600000000.0,451.227,8230383000000.0,5.258483e+22,3905.98291,-5324.5,7384.332,5.006,-0.1611,29.154
M,2304.977,0.0,3.915347e+23,37650180000000.0,88.341,3559153000000.0,4.919009e+22,2135.739014,0.0,4708.317,4.718,0.0,10.869
N/A,237.642,6739200000.0,7.879252e+22,4968577000000.0,57.899,3546139000000.0,4.175909e+21,120.145699,-614.92,9062.123,3.617,-0.1731,38.353
M,2212.9,26916000000.0,3.743634e+23,42171420000000.0,262.886,10920240000000.0,2.140445e+22,975.701904,-1357.2,8405.615,4.7,-0.0956,33.958
N/A,484.301,0.0,1.247255e+23,5885245000000.0,24.664,320394900000.0,6.11558e+21,330.156952,0.0,12411.35,4.403,0.0,44.628
N/A,448.775,8017900000.0,8.2747e+22,9421176000000.0,102.456,3327457000000.0,5.822125e+21,513.726379,-673.91,6533.917,3.063,-0.1594,31.271
N/A,3733.279,0.0,7.469617e+23,66163910000000.0,322.114,11957380000000.0,6.026215e+22,1968.695435,0.0,6724.602,4.749,0.0,22.558
M,2827.132,55787000000.0,7.988433e+23,49233380000000.0,734.21,30668960000000.0,3.009173e+22,2950.661865,-3454.9,15338.99,4.652,-0.1175,44.758
N/A,637.742,9450300000.0,8.733462e+22,13388060000000.0,9.521,3618321000000.0,7.477114e+21,539.727478,-1011.2,4956.422,3.325,-0.203,31.715
N/A,1143.38,15498000000.0,2.494047e+23,23412690000000.0,242.471,11634750000000.0,1.079726e+22,540.736572,-872.39,10794.26,4.281,-0.1068,47.684
X,1634.944,0.0,2.161082e+23,29796550000000.0,393.29,10561440000000.0,2.846399e+22,543.259338,0.0,3815.307,4.209,0.0,12.201
N/A,36.603,563470000.0,1.747806e+21,772196700000.0,2.486,332257600000.0,4.565639e+20,47.014866,-66.197,1817.783,0.0,-0.2228,4.006
N/A,74.697,1449800000.0,6.168897e+21,1851635000000.0,12.829,1279700000000.0,6.479055e+20,34.234516,238.24,3257.432,3.051,0.3117,33.941
M,142.81,11381000000.0,1.407173e+22,2691490000000.0,13.315,426680600000.0,3.414217e+21,46.905399,-2061.7,2064.256,2.853,-0.3436,4.442
N/A,375.478,4864500000.0,2.538823e+22,7764009000000.0,5.376,1152007000000.0,6.881276e+21,172.252808,-1490.5,1812.21,3.43,-0.5812,3.138
N/A,183.748,3075100000.0,1.066851e+22,4122039000000.0,12.066,313812300000.0,3.849869e+21,85.287384,-816.02,1280.607,0.0,-0.5034,0.733
M,597.113,0.0,2.009344e+23,10008480000000.0,131.492,3617543000000.0,9.276768e+21,706.56073,0.0,10207.87,4.61,0.0,33.315
N/A,626.823,12534000000.0,1.059999e+23,13986590000000.0,15.183,1640696000000.0,9.292807e+21,549.909912,-699.99,5535.123,0.0,-0.1059,23.107
N/A,190.411,6444600000.0,2.116481e+22,3866836000000.0,24.7,1361232000000.0,3.56518e+21,112.530083,-836.5,2906.058,2.103,-0.2462,9.172
M,5541.622,62958000000.0,8.681044e+23,103593000000000.0,392.09,10712700000000.0,5.365997e+22,3914.993164,-5506.2,7278.053,5.022,-0.1659,29.324
M,2792.618,55888000000.0,7.96789e+23,48569810000000.0,745.63,31725670000000.0,3.009846e+22,2948.662598,-3447.6,15247.06,4.684,-0.117,44.689
N/A,493.873,7483700000.0,2.699114e+22,11363740000000.0,15.15,3162421000000.0,6.079419e+21,793.1651,-917.35,1980.701,1.722,-0.2325,5.438
N/A,303.209,0.0,4.061763e+22,5002761000000.0,7.828,971257900000.0,7.978156e+21,191.788986,0.0,2689.225,3.485,0.0,10.015
N/A,194.05,2765100000.0,1.355763e+22,3481558000000.0,8.769,978417300000.0,1.948924e+21,132.95134,-249.7,3946.16,2.545,-0.1713,8.349
N/A,963.342,21168000000.0,3.709994e+23,22638200000000.0,73.479,5116251000000.0,1.40531e+22,810.919373,-638.28,11322.41,3.43,-0.0572,54.481
M,947.076,14880000000.0,7.197683e+22,20670900000000.0,1.235,1294048000000.0,2.026942e+22,519.578064,-4402.6,1666.286,3.197,-0.5612,4.255
N/A,716.398,10120000000.0,9.658839e+22,13734190000000.0,80.378,3036594000000.0,7.134494e+21,297.50473,-600.65,6850.963,3.997,-0.1126,30.501
N/A,497.907,0.0,8.032666e+22,6657342000000.0,3.48,578652400000.0,7.874948e+21,243.488113,0.0,6199.763,3.807,0.0,17.897
M,6547.54,107230000000.0,1.313586e+24,119292800000000.0,1458.775,53555220000000.0,9.626389e+22,3162.236572,-17662.0,6895.131,4.944,-0.3124,17.895
M,155.753,12355000000.0,1.476325e+22,2931342000000.0,19.402,1090584000000.0,3.488537e+21,48.267838,-2171.2,2178.004,2.76,-0.3333,5.408
N/A,155.59,2967500000.0,5.733183e+21,3645503000000.0,19.523,2611448000000.0,1.846065e+21,333.331848,-89.871,1296.789,0.0,-0.0574,3.605
M,2298.853,0.0,3.856904e+23,37837320000000.0,104.14,3605285000000.0,4.908195e+22,2134.610596,0.0,4648.95,4.808,0.0,10.475
N/A,1232.679,29795000000.0,2.642366e+23,21324410000000.0,44.484,1760566000000.0,2.586596e+22,585.348938,-6367.8,5445.473,4.038,-0.4054,20.141
C,401.561,10456000000.0,1.372571e+23,8677691000000.0,55.641,3183294000000.0,6.987204e+21,238.936951,-876.22,9781.635,3.876,-0.159,37.091
N/A,370.568,12922000000.0,1.502414e+23,7914552000000.0,18.737,2140403000000.0,8.178266e+21,270.220428,-1069.3,9499.522,3.723,-0.157,35.2
M,156.63,12202000000.0,1.531797e+22,2969782000000.0,18.949,938442200000.0,3.504614e+21,49.583942,-2104.5,2188.658,3.009,-0.3271,6.072
X,1616.21,0.0,2.259258e+23,30709180000000.0,405.766,12416940000000.0,2.862199e+22,546.245544,0.0,3819.639,4.183,0.0,13.407
X,1616.21,0.0,2.259258e+23,30709180000000.0,405.766,12416940000000.0,2.862199e+22,546.245544,0.0,3819.639,4.183,0.0,13.407
X,1590.15,0.0,2.217096e+23,30247370000000.0,412.592,11394120000000.0,2.908158e+22,530.359802,0.0,3659.055,4.088,0.0,12.717
N/A,1749.876,32250000000.0,2.049336e+23,35095870000000.0,183.532,9793076000000.0,3.257539e+22,814.254333,-6937.9,3055.507,4.116,-0.4081,11.073
N/A,1364.59,25727000000.0,1.679601e+23,29822900000000.0,20.341,2623923000000.0,1.90992e+22,1356.935181,-1175.2,4174.123,3.809,-0.0866,16.614
N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.680634,0.0,0.0,0.0,0.0,0.0
N/A,133.784,1920500000.0,7.512099e+21,2305242000000.0,32.387,868524900000.0,1.3967e+21,127.629463,-127.63,2991.281,1.665,-0.1261,4.019
M,2790.159,55752000000.0,8.018502e+23,48959960000000.0,702.274,31484320000000.0,3.024952e+22,2939.556641,-3572.1,15502.28,4.667,-0.1215,44.036
N/A,75.801,4561200000.0,8.127323e+21,1272739000000.0,18.308,564480200000.0,1.573811e+21,28.039976,-1279.4,2965.004,2.744,-0.5321,2.859
M,1865.246,36281000000.0,2.94097e+23,35970030000000.0,103.771,9941631000000.0,3.726368e+22,884.753662,-9122.5,3936.488,4.241,-0.4769,13.798
M,6418.679,107360000000.0,1.297774e+24,117931700000000.0,1472.314,55248470000000.0,9.597618e+22,3141.712646,-17975.0,6889.018,4.893,-0.3176,18.135
M,127.191,0.0,1.645619e+22,3257972000000.0,13.543,903367700000.0,4.93649e+21,118.532883,0.0,1419.067,4.103,0.0,10.719
M,4982.102,68159000000.0,1.069277e+24,81091790000000.0,720.846,20193690000000.0,5.043424e+22,1866.275269,-6980.4,11530.33,5.125,-0.1943,35.1
M,3100.672,33600000000.0,5.640186e+23,57937200000000.0,123.549,4599365000000.0,2.32301e+22,1587.962646,-804.53,9912.445,4.853,-0.0454,48.115
N/A,1545.088,0.0,1.729004e+23,29917710000000.0,134.421,11351260000000.0,4.722576e+22,694.396423,0.0,1851.26,3.557,0.0,5.526
N/A,170.009,3238400000.0,1.428487e+22,3172606000000.0,12.558,207875400000.0,2.791334e+21,46.256042,-782.45,2651.953,2.982,-0.4583,6.386
N/A,131.382,9619700000.0,3.546065e+22,2179206000000.0,2.594,409831300000.0,3.068665e+21,77.674324,-2261.8,6090.648,3.349,-0.446,26.163
N/A,296.75,4581100000.0,2.111789e+22,6501389000000.0,10.294,1836342000000.0,3.925948e+21,219.358002,-468.73,2534.102,2.18,-0.1941,8.526
N/A,568.921,7441000000.0,6.426513e+22,9867142000000.0,95.646,2857270000000.0,6.600471e+21,233.655243,-1279.5,5418.296,3.643,-0.3262,23.816
N/A,233.958,0.0,6.702985e+22,2563495000000.0,63.431,3050729000000.0,3.22562e+21,307.549988,0.0,12103.74,3.732,0.0,51.271
X,1582.904,0.0,2.207874e+23,29918580000000.0,400.255,11038590000000.0,2.891762e+22,536.031738,0.0,3678.179,4.115,0.0,12.436
N/A,404.979,15084000000.0,5.563471e+22,7928339000000.0,20.953,1072081000000.0,9.571326e+21,155.196091,-3024.1,2766.807,3.346,-0.3803,9.253
N/A,1952.333,48049000000.0,1.560821e+23,39884730000000.0,109.388,2242562000000.0,4.284499e+22,839.307739,-9650.9,1862.092,3.775,-0.381,3.405
N/A,481.981,13977000000.0,4.565074e+22,9547372000000.0,11.177,3390067000000.0,1.282557e+22,156.966125,-4271.3,1813.761,3.126,-0.5797,4.427
N/A,384.19,5330500000.0,2.988183e+22,8716988000000.0,67.235,2850366000000.0,5.238511e+21,273.353271,-630.49,2497.295,3.404,-0.2244,14.428
M,635.882,0.0,5.358401e+22,12462080000000.0,146.598,5424739000000.0,1.252797e+22,236.698227,0.0,2047.605,3.618,0.0,5.293
M,6575.975,106930000000.0,1.322506e+24,121549500000000.0,1506.554,56365250000000.0,9.57058e+22,3161.116943,-17440.0,6962.188,4.908,-0.3094,18.366
N/A,341.117,7303800000.0,2.402409e+22,6880966000000.0,5.74,913639300000.0,5.030905e+21,183.282745,-395.47,2374.927,2.504,-0.1027,6.341
N/A,17.773,1708300000.0,9.299154e+20,371355200000.0,1.935,163544000000.0,2.271723e+20,27.864815,298.55,2065.528,0.0,0.3315,2.065
N/A,11.79,617310000.0,2.366929e+20,214420600000.0,5.607,327516800000.0,1.077747e+20,19.874203,127.74,1120.922,0.0,0.3925,0.629
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,4982.102,68159000000.0,1.069277e+24,81091790000000.0,720.846,20193690000000.0,5.043424e+22,1866.275269,-6980.4,11530.33,5.125,-0.1943,35.1
M,4699.544,111710000000.0,2.06208e+24,91182380000000.0,923.753,35506090000000.0,6.381761e+22,3202.707764,-5062.0,17155.22,4.951,-0.086,48.873
M,1321.897,23169000000.0,3.460372e+23,28128900000000.0,64.469,3102734000000.0,1.776246e+22,907.641174,-2205.0,9459.144,3.884,-0.1805,43.865
N/A,210.999,6172400000.0,1.647918e+22,3550916000000.0,4.016,704988100000.0,3.714092e+21,78.426262,-1543.5,2432.583,3.005,-0.4743,3.372
N/A,490.339,0.0,2.014735e+23,7645689000000.0,83.326,1615072000000.0,1.227269e+22,322.906311,0.0,7870.247,3.943,0.0,27.013
N/A,1382.875,0.0,1.042682e+23,27910660000000.0,91.452,5219480000000.0,4.007575e+22,421.582489,0.0,1286.144,3.33,0.0,1.748
X,2090.157,28046000000.0,4.480491e+23,25400710000000.0,167.245,7646634000000.0,1.80374e+22,580.082886,-2307.6,14637.3,4.405,-0.1561,33.485
M,2301.081,0.0,3.876785e+23,37063220000000.0,88.253,4280858000000.0,4.927519e+22,2088.907471,0.0,4718.382,4.731,0.0,10.616
M,2298.853,0.0,3.856904e+23,37837320000000.0,104.14,3605285000000.0,4.908195e+22,2134.610596,0.0,4648.95,4.808,0.0,10.475
M,2404.304,52345000000.0,5.195973e+23,45165280000000.0,230.542,9683021000000.0,2.926501e+22,3432.067627,-5341.1,9254.88,4.459,-0.1936,37.831
M,4839.818,67260000000.0,1.061346e+24,79075270000000.0,763.688,22007880000000.0,4.996365e+22,1865.428833,-6689.6,11453.83,5.121,-0.1887,35.552
N/A,83.126,4561000000.0,8.029531e+21,1401707000000.0,19.537,675187800000.0,1.588002e+21,28.486927,-1284.4,2884.605,2.26,-0.5342,2.195
C,4134.546,71335000000.0,1.105329e+24,75412270000000.0,41.37,4581143000000.0,5.197402e+22,1807.541748,-7476.7,11760.61,4.918,-0.1988,37.993
M,2298.136,0.0,3.866532e+23,37678550000000.0,111.802,2745307000000.0,4.938544e+22,2139.709229,0.0,4633.556,4.865,0.0,10.571
N/A,126.672,5225700000.0,8.447712e+21,2970474000000.0,16.42,1041566000000.0,2.353743e+21,109.930389,63.101,1649.641,0.0,0.0229,2.645
N/A,639.007,17233000000.0,2.058347e+23,14152620000000.0,118.745,6105790000000.0,8.76839e+21,822.555115,-292.66,10755.79,3.19,-0.0322,44.927
N/A,249.143,4574800000.0,1.470848e+22,5605633000000.0,11.223,831095300000.0,3.79654e+21,169.728958,-622.34,1756.31,0.0,-0.258,5.963
N/A,167.238,2502900000.0,1.105212e+22,3418240000000.0,15.817,754588800000.0,1.71758e+21,159.144958,-97.738,3020.727,2.869,-0.0741,14.011
M,2792.618,55888000000.0,7.96789e+23,48569810000000.0,745.63,31725670000000.0,3.009846e+22,2948.662598,-3447.6,15247.06,4.684,-0.117,44.689
M,1983.733,35379000000.0,3.52509e+23,39645290000000.0,135.048,4021958000000.0,3.529379e+22,876.743591,-7787.7,4663.542,4.339,-0.4175,19.254
N/A,276.608,4557300000.0,1.98054e+22,6154759000000.0,5.259,638191600000.0,4.058964e+21,218.266647,-526.84,2240.567,2.391,-0.2193,7.136
M,4983.777,68305000000.0,1.072716e+24,81252650000000.0,731.118,18842950000000.0,5.040092e+22,1862.781616,-6984.2,11511.53,5.116,-0.194,35.54
M,2298.136,0.0,3.866532e+23,37678550000000.0,111.802,2745307000000.0,4.938544e+22,2139.709229,0.0,4633.556,4.865,0.0,10.571
M,2393.242,52436000000.0,5.169175e+23,44642670000000.0,243.913,9847645000000.0,2.928555e+22,3419.101807,-5227.9,9220.89,4.487,-0.1891,37.361
